emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
1.8928363599091177e-13,3.460117804142481e-14,133.87712614396196,134991.6045588058,0.0,2.6324735470739995e-13,1.952410430610628e-12,6.030513989873112e-18,1.7306028077681223e-12
