emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
9.38815205462193e-05,3.581725040219809e-05,132.18730735907732,329.46661619357195,2.024472713470459,8.77148688940615e-05,0.00019474182246308002,1.4151285806998666e-06,0.00028387181993786
