emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
9.051895430196364e-05,3.4424033010550844e-05,115.8267735821452,90.11368541662276,0.8698551177978515,8.799493072922e-05,0.00018510037030091997,6.090461839406284e-07,0.00027370434721407996
