timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-06T19:52:12,Tango-inference_batch1,0cd3b3b3-629e-495f-8c42-bac70dbdc7af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.101996480952948,0.00046508990151728006,3.8430840915321225e-05,117.76561595677677,0.0,2.5615997314453125,0.0004070374364630214,0.000990727737018915,8.538388819722728e-06,0.001406303562301659,Italy,ITA,,,,Linux-6.8.0-52-generic-x86_64-with-glibc2.39,3.9.0,2.7.2,64,AMD EPYC 7313 16-Core Processor,4,4 x NVIDIA A40,12.1097,43.1479,1007.5716896057129,process,N,1.0
