model,steps,baseline,clap_score
MAA2,10,audiocaps,0.4254055619239807
MAA2,25,audiocaps,0.43206125497817993
MAA2,50,audiocaps,0.42626360058784485
MAA2,100,audiocaps,0.42395663261413574
MAA2,150,audiocaps,0.4236724078655243
MAA2,200,audiocaps,0.4265332520008087
MAA2,10,clotho,0.3160582482814789
MAA2,25,clotho,0.3196469247341156
MAA2,50,clotho,0.3176274001598358
MAA2,100,clotho,0.32279956340789795
MAA2,150,clotho,0.3211004436016083
MAA2,200,clotho,0.32486692070961
