model,steps,baseline,clap_score
SAO,10,audiocaps,0.215130016207695
SAO,25,audiocaps,0.29670366644859314
SAO,50,audiocaps,0.30355140566825867
SAO,100,audiocaps,0.30332067608833313
SAO,150,audiocaps,0.30429357290267944
SAO,200,audiocaps,0.30351895093917847
SAO,10,clotho,0.281614750623703
SAO,25,clotho,0.3494226038455963
SAO,50,clotho,0.352755606174469
SAO,100,clotho,0.35455572605133057
SAO,150,clotho,0.3565532863140106
SAO,200,clotho,0.3556850552558899
