model,steps,baseline,clap_score
Tango2,10,audiocaps,0.5003294944763184
Tango2,25,audiocaps,0.5360491275787354
Tango2,50,audiocaps,0.5412939786911011
Tango2,100,audiocaps,0.5378896594047546
Tango2,150,audiocaps,0.5350137948989868
Tango2,200,audiocaps,0.5320108532905579
Tango2,10,clotho,0.36889269948005676
Tango2,25,clotho,0.3879762291908264
Tango2,50,clotho,0.38874831795692444
Tango2,100,clotho,0.382449209690094
Tango2,150,clotho,0.3665788471698761
Tango2,200,clotho,0.38354286551475525
