model,steps,baseline,clap_score
Tango,10,audiocaps,0.35319727659225464
Tango,25,audiocaps,0.4214543104171753
Tango,50,audiocaps,0.43968039751052856
Tango,100,audiocaps,0.41784238815307617
Tango,150,audiocaps,0.4145548939704895
Tango,200,audiocaps,0.43955090641975403
Tango,10,clotho,0.29404133558273315
Tango,25,clotho,0.3337639272212982
Tango,50,clotho,0.34267157316207886
Tango,100,clotho,0.3451946973800659
Tango,150,clotho,0.31302380561828613
Tango,200,clotho,0.3335098922252655
