model,steps,baseline,clap_score
MAA,10,audiocaps,0.3705756664276123
MAA,25,audiocaps,0.42628026008605957
MAA,50,audiocaps,0.4345294237136841
MAA,100,audiocaps,0.44526195526123047
MAA,150,audiocaps,0.44833436608314514
MAA,200,audiocaps,0.4484039843082428
MAA,10,clotho,0.2447349578142166
MAA,25,clotho,0.28604766726493835
MAA,50,clotho,0.30281952023506165
MAA,100,clotho,0.3047005534172058
MAA,150,clotho,0.3079654276371002
MAA,200,clotho,0.30835676193237305
