emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
0.0008508698264016599,3.841428166099444e-05,127.45564075325187,165.72584475943322,2.5612335205078125,0.00073331230537154,0.0018237991257037804,1.5684202672062483e-05,0.00257279563374744
