model,steps,baseline,fad_score
SAO,10,clotho,0.5393911899780549
SAO,25,clotho,0.48443713333655847
SAO,50,clotho,0.4861568980026482
SAO,100,clotho,0.4867331674244869
SAO,150,clotho,0.48484475355568246
SAO,200,clotho,0.48526066425199266
SAO,10,audiocaps,0.40765149852306914
SAO,25,audiocaps,0.30032006877191947
SAO,50,audiocaps,0.29801657347709454
SAO,100,audiocaps,0.2969313129081633
SAO,150,audiocaps,0.2979374326525948
SAO,200,audiocaps,0.29791045051672627
