emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
1.2593874084940668e-12,1.4440406047036966e-14,323.385819843294,70376.97095673543,0.0,3.3868770788728674e-12,3.0240650593206736e-12,3.1716644299123446e-17,1.1514462799315977e-11
