emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
0.00046674184863454004,3.8101673123111815e-05,136.50966146858448,266.3341237881582,2.5647954940795903,0.0004102338517979,0.00099251112734458,8.553615535069923e-06,0.0014112985946775798
